predict_type,known_columns,num_known_columns,secret_column,predicted_value,true_value,prediction,base_confidence,attack_confidence
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Middle,True,,0.962
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,UpperMiddle,False,,0.308
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,UpperMiddle,UpperMiddle,True,0.9479599567099565,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,,0.962
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,0.95,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,UpperMiddle,False,,0.221
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,UpperMiddle,UpperMiddle,True,0.86,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,UpperMiddle,UpperMiddle,True,,0.962
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Middle,True,,0.222
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Wealthy,Wealthy,True,0.75,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,UpperMiddle,UpperMiddle,True,,0.481
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,0.8571428571428572,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Middle,True,,0.923
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,,1.0
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Middle,True,0.6883333333333335,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Prole,False,,0.071
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,0.97,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Prole,False,,0.205
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,UpperMiddle,False,,0.192
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,0.9833333333333334,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,UpperMiddle,Middle,False,,0.885
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,0.795,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Middle,True,,1.0
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Middle,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Middle,True,,0.443
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,UpperMiddle,Prole,False,,0.077
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Middle,True,0.89,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Middle,True,,0.923
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Middle,True,0.7925,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,,0.205
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,UpperMiddle,UpperMiddle,True,0.38,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Prole,False,,0.07
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,0.81,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,UpperMiddle,Wealthy,False,,0.462
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,UpperMiddle,False,0.7005833333333333,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Middle,True,,0.111
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Middle,False,0.6505,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,,0.962
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Middle,True,0.87,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,UpperMiddle,False,,0.923
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Middle,True,0.86,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,,1.0
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Middle,Middle,True,0.78,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,,0.221
base,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,Prole,Prole,True,1.0,
attack,"[""Accident"", ""Age"", ""Airbag"", ""AntiTheft"", ""Antilock"", ""CarValue"", ""Cushioning"", ""DrivHist"", ""DrivQuality"", ""DrivingSkill"", ""GoodStudent"", ""HomeBase"", ""ILiCost"", ""MakeModel"", ""MedCost"", ""Mileage"", ""OtherCar"", ""OtherCarCost"", ""PropCost"", ""RiskAversion"", ""RuggedAuto"", ""SeniorTrain"", ""Theft"", ""ThisCarCost"", ""ThisCarDam"", ""VehicleYear""]",26,SocioEcon,UpperMiddle,Middle,False,,0.962
